Domain name,Domain type,Agency,City,State,Local municipality,Country,ORGNR,Sektorkode
legemiddelsok.no,Federal agency,Statens Legemiddelverk,Oslo,Oslo,Oslo,Norway,974761122,6100 - Stats- og trygdeforvaltningen
legemiddelverket.no,Federal agency,Statens Legemiddelverk,Oslo,Oslo,Oslo,Norway,974761122,6100 - Stats- og trygdeforvaltningen
legemidlerfrautlandet.no,Federal agency,Statens Legemiddelverk,Oslo,Oslo,Oslo,Norway,974761122,6100 - Stats- og trygdeforvaltningen
legemidlertilbarn.no,Federal agency,Helse Bergen Hf,Bergen,Hordaland,Bergen,Norway,983974724,6100 - Stats- og trygdeforvaltningen
legeturnus.no,Federal agency,Helsedirektoratet,Oslo,Oslo,Oslo,Norway,983544622,6100 - Stats- og trygdeforvaltningen
lekq.no,Federal agency,Stiftelsen Norsk Teknisk Museum,Oslo,Oslo,Oslo,Norway,979676832,6100 - Stats- og trygdeforvaltningen
lensa.no,Federal agency,Fylkesmannen I Sør-Trøndelag,Trondheim,Sør-Trøndelag,Trondheim,Norway,974764350,6100 - Stats- og trygdeforvaltningen
leseforskning.no,Federal agency,Universitetet I Stavanger,Stavanger,Rogaland,Stavanger,Norway,971564679,6100 - Stats- og trygdeforvaltningen
leseogskriveloftet.no,Federal agency,Universitetet I Stavanger,Stavanger,Rogaland,Stavanger,Norway,971564679,6100 - Stats- og trygdeforvaltningen
lesogskriv.no,Federal agency,Vox-Nasjonalt Fagorgan For Kompetansepolitikk,Oslo,Oslo,Oslo,Norway,974788985,6100 - Stats- og trygdeforvaltningen
levendekulturarv.no,Federal agency,Vitenparken Campus Ås,Ås,Akershus,Ås,Norway,971255730,6100 - Stats- og trygdeforvaltningen
levende-kulturarv.no,Federal agency,Vitenparken Campus Ås,Ås,Akershus,Ås,Norway,971255730,6100 - Stats- og trygdeforvaltningen
lexml.no,Federal agency,Justis- og Beredskapsdepartementet,Oslo,Oslo,Oslo,Norway,972417831,6100 - Stats- og trygdeforvaltningen
lhbt.no,Federal agency,"Barne-, Ungdoms- og Familiedirektoratet",Tønsberg,Oslo,Oslo,Norway,986128433,6100 - Stats- og trygdeforvaltningen
liersykehus.no,Federal agency,Vestre Viken Hf,Drammen,Buskerud,Drammen,Norway,894166762,6100 - Stats- og trygdeforvaltningen
lier-sykehus.no,Federal agency,Vestre Viken Hf,Drammen,Buskerud,Drammen,Norway,894166762,6100 - Stats- og trygdeforvaltningen
lifesciences.no,Federal agency,Norges Miljø- og Biovitenskapelige Universitet (Nmbu),Ås,Akershus,Ås,Norway,969159570,6100 - Stats- og trygdeforvaltningen
ligningskontoret.no,Federal agency,Skatteetaten,Oslo,Oslo,Oslo,Norway,974761076,6100 - Stats- og trygdeforvaltningen
likningskontoret.no,Federal agency,Skatteetaten,Oslo,Oslo,Oslo,Norway,974761076,6100 - Stats- og trygdeforvaltningen
lilledoffin.no,Federal agency,Departementenes Sikkerhets- og Serviceorganisasjon (Dss),Oslo,Oslo,Oslo,Norway,974761424,6100 - Stats- og trygdeforvaltningen
lillevika.no,Federal agency,Domstolene I Norge,Trondheim,Sør-Trøndelag,Trondheim,Norway,984195796,6100 - Stats- og trygdeforvaltningen
linkplanlegger.no,Federal agency,Nasjonal Kommunikasjonsmyndighet,Lillesand,Aust-Agder,Lillesand,Norway,974446871,6100 - Stats- og trygdeforvaltningen
linuxlab.no,Federal agency,Høgskolen I Nord-Trøndelag,Steinkjer,Nord-Trøndelag,Steinkjer,Norway,971575905,6100 - Stats- og trygdeforvaltningen
lisadm.no,Federal agency,Sykehusapotekene Hf,Oslo,Oslo,Oslo,Norway,992281618,1110 - Statens forretningsdrift
lisnorge.no,Federal agency,Sykehusapotekene Hf,Oslo,Oslo,Oslo,Norway,992281618,1110 - Statens forretningsdrift
lisnorway.no,Federal agency,Sykehusapotekene Hf,Oslo,Oslo,Oslo,Norway,992281618,1110 - Statens forretningsdrift
littenklere.no,Federal agency,"Barne-, Ungdoms- og Familiedirektoratet",Tønsberg,Oslo,Oslo,Norway,986128433,6100 - Stats- og trygdeforvaltningen
litthverdag.no,Federal agency,Universitetssykehuset Nord-Norge Hf,Tromsø,Troms,Tromsø,Norway,983974899,6100 - Stats- og trygdeforvaltningen
livetunder18.no,Federal agency,Barneombudet,Oslo,Oslo,Oslo,Norway,971527765,6100 - Stats- og trygdeforvaltningen
livlevende.no,Federal agency,Norges Miljø- og Biovitenskapelige Universitet (Nmbu),Ås,Akershus,Ås,Norway,969159570,6100 - Stats- og trygdeforvaltningen
livmorhalskreft.no,Federal agency,Oslo Universitetssykehus Hf,Oslo,Oslo,Oslo,Norway,993467049,6100 - Stats- og trygdeforvaltningen
livsit.no,Federal agency,Direktoratet For Forvaltning og Ikt,Oslo,Oslo,Oslo,Norway,991825827,6100 - Stats- og trygdeforvaltningen
livssynsapenseremoni.no,Federal agency,Kulturdepartementet,Oslo,Oslo,Oslo,Norway,972417866,6100 - Stats- og trygdeforvaltningen
lksk.no,Federal agency,Forsvaret,Lillehammer,Oslo,Oslo,Norway,986105174,6100 - Stats- og trygdeforvaltningen
lmddep.no,Federal agency,Landbruks- og Matdepartementet,Oslo,Oslo,Oslo,Norway,972417874,6100 - Stats- og trygdeforvaltningen
lmdep.no,Federal agency,Landbruks- og Matdepartementet,Oslo,Oslo,Oslo,Norway,972417874,6100 - Stats- og trygdeforvaltningen
localhistory.no,Federal agency,Norsk Lokalhistorisk Institutt,Oslo,Oslo,Oslo,Norway,974770458,6100 - Stats- og trygdeforvaltningen
lockedin.no,Federal agency,Sunnaas Sykehus Hf,Bjørnemyr,Akershus,Nesodden,Norway,883971752,6100 - Stats- og trygdeforvaltningen
locked-in.no,Federal agency,Sunnaas Sykehus Hf,Bjørnemyr,Akershus,Nesodden,Norway,883971752,6100 - Stats- og trygdeforvaltningen
logas.no,Federal agency,Statped,Oslo,Oslo,Oslo,Norway,998554640,6100 - Stats- og trygdeforvaltningen
logiskemetoder.no,Federal agency,Universitetet I Oslo,Oslo,Oslo,Oslo,Norway,971035854,6100 - Stats- og trygdeforvaltningen
logistikkhogskolen.no,Federal agency,Høgskolen I Molde,Molde,Møre og Romsdal,Molde,Norway,971555483,6100 - Stats- og trygdeforvaltningen
logistikk-seminar.no,Federal agency,Høgskolen I Bergen,Bergen,Hordaland,Bergen,Norway,974652366,6100 - Stats- og trygdeforvaltningen
logistikkutfordringen.no,Federal agency,Høgskolen I Molde,Molde,Møre og Romsdal,Molde,Norway,971555483,6100 - Stats- og trygdeforvaltningen
logms2017.no,Federal agency,Norges Handelshøyskole,Bergen,Hordaland,Bergen,Norway,974789523,6100 - Stats- og trygdeforvaltningen
lohkan.no,Federal agency,Statped,Oslo,Oslo,Oslo,Norway,998554640,6100 - Stats- og trygdeforvaltningen
lohkanguovddas.no,Federal agency,Sàmi Allaskuvla Samisk Høgskole,Kautokeino,Finnmark,Guovdageaidnu Kautokeino,Norway,971519363,6100 - Stats- og trygdeforvaltningen
lokalhistorie.no,Federal agency,Norsk Lokalhistorisk Institutt,Oslo,Oslo,Oslo,Norway,974770458,6100 - Stats- og trygdeforvaltningen
lokalhistoriewiki.no,Federal agency,Norsk Lokalhistorisk Institutt,Oslo,Oslo,Oslo,Norway,974770458,6100 - Stats- og trygdeforvaltningen
lokalsamfunnsutvikling.no,Federal agency,Kommunal- og Moderniserings- Departementet,Oslo,Oslo,Oslo,Norway,972417858,6100 - Stats- og trygdeforvaltningen
lokaltutviklingsarbeid.no,Federal agency,Kommunal- og Moderniserings- Departementet,Oslo,Oslo,Oslo,Norway,972417858,6100 - Stats- og trygdeforvaltningen
losbaat.no,Federal agency,Kystverket Vest,Ålesund,Rogaland,Haugesund,Norway,970552626,6100 - Stats- og trygdeforvaltningen
losnet.no,Federal agency,Kystverket Vest,Ålesund,Rogaland,Haugesund,Norway,970552626,6100 - Stats- og trygdeforvaltningen
losnett.no,Federal agency,Kystverket Vest,Ålesund,Rogaland,Haugesund,Norway,970552626,6100 - Stats- og trygdeforvaltningen
losoreregisteret.no,Federal agency,Registerenheten I Brønnøysund,Brønnøysund,Nordland,Brønnøy,Norway,974760673,6100 - Stats- og trygdeforvaltningen
lotterinemnda.no,Federal agency,Lotteri- og Stiftelsestilsynet,Førde,Sogn og Fjordane,Førde,Norway,982391490,6100 - Stats- og trygdeforvaltningen
lotteriregisteret.no,Federal agency,Lotteri- og Stiftelsestilsynet,Førde,Sogn og Fjordane,Førde,Norway,982391490,6100 - Stats- og trygdeforvaltningen
lotteritilsynet.no,Federal agency,Lotteri- og Stiftelsestilsynet,Førde,Sogn og Fjordane,Førde,Norway,982391490,6100 - Stats- og trygdeforvaltningen
lotteri-tilsynet.no,Federal agency,Lotteri- og Stiftelsestilsynet,Førde,Sogn og Fjordane,Førde,Norway,982391490,6100 - Stats- og trygdeforvaltningen
lottstift.no,Federal agency,Lotteri- og Stiftelsestilsynet,Førde,Sogn og Fjordane,Førde,Norway,982391490,6100 - Stats- og trygdeforvaltningen
lovavdelingen.no,Federal agency,Justis- og Beredskapsdepartementet,Oslo,Oslo,Oslo,Norway,972417831,6100 - Stats- og trygdeforvaltningen
lp-modellen.no,Federal agency,Universitetet I Stavanger,Stavanger,Rogaland,Stavanger,Norway,971564679,6100 - Stats- og trygdeforvaltningen
lrd.no,Federal agency,Statens Reindriftsforvaltning,Alta,Finnmark,Alta,Norway,974629925,6100 - Stats- og trygdeforvaltningen
lrdir.no,Federal agency,Statens Reindriftsforvaltning,Alta,Finnmark,Alta,Norway,974629925,6100 - Stats- og trygdeforvaltningen
ls.nl.no,Federal agency,Nordlandssykehuset Hf,Bodø,Nordland,Bodø,Norway,983974910,6100 - Stats- og trygdeforvaltningen
ls.no,Federal agency,Utdanningsdirektoratet,Oslo,Oslo,Oslo,Norway,970018131,6100 - Stats- og trygdeforvaltningen
lsbil.no,Federal agency,Sykehuset Innlandet Hf,Brumunddal,Hedmark,Ringsaker,Norway,983971709,6100 - Stats- og trygdeforvaltningen
lsp2017.no,Federal agency,Norges Handelshøyskole,Bergen,Hordaland,Bergen,Norway,974789523,6100 - Stats- og trygdeforvaltningen
ltmv.no,Federal agency,Akershus Universitetssykehus Hf,Lørenskog,Akershus,Lørenskog,Norway,983971636,6100 - Stats- og trygdeforvaltningen
ludvigholberg.no,Federal agency,Universitetet I Bergen,Bergen,Hordaland,Bergen,Norway,874789542,6100 - Stats- og trygdeforvaltningen
luftcim.no,Federal agency,Luftfartstilsynet,Bodø,Nordland,Bodø,Norway,981105516,6100 - Stats- og trygdeforvaltningen
luftfartshistorie.no,Federal agency,Norsk Luftfartsmuseum,Bodø,Nordland,Bodø,Norway,975693368,6100 - Stats- og trygdeforvaltningen
luftfartskonferansen.no,Federal agency,Luftfartstilsynet,Bodø,Nordland,Bodø,Norway,981105516,6100 - Stats- og trygdeforvaltningen
luftfartsmuseum.no,Federal agency,Norsk Luftfartsmuseum,Bodø,Nordland,Bodø,Norway,975693368,6100 - Stats- og trygdeforvaltningen
luftfartstilsynet.no,Federal agency,Luftfartstilsynet,Bodø,Nordland,Bodø,Norway,981105516,6100 - Stats- og trygdeforvaltningen
luftforsvaret.no,Federal agency,Forsvaret,Lillehammer,Oslo,Oslo,Norway,986105174,6100 - Stats- og trygdeforvaltningen
luftkrigsskolen.no,Federal agency,Forsvaret,Lillehammer,Oslo,Oslo,Norway,986105174,6100 - Stats- og trygdeforvaltningen
lunddolasskuvlalavka.no,Federal agency,Kunnskapsdepartementet,Oslo,Oslo,Oslo,Norway,872417842,6100 - Stats- og trygdeforvaltningen
lungemedisin.no,Federal agency,Oslo Universitetssykehus Hf,Oslo,Oslo,Oslo,Norway,993467049,6100 - Stats- og trygdeforvaltningen
lupos.no,Federal agency,Høgskolen I Lillehammer,Lillehammer,Oppland,Lillehammer,Norway,975264793,6100 - Stats- og trygdeforvaltningen
luther2017.no,Federal agency,Kirkerådet,Oslo,Oslo,Oslo,Norway,970550259,6100 - Stats- og trygdeforvaltningen
lvph.no,Federal agency,Helse- og Omsorgsdepartementet,Oslo,Oslo,Oslo,Norway,983887406,6100 - Stats- og trygdeforvaltningen
lycee.no,Federal agency,Fylkesmannen I Vest-Agder,Kristiansand S,Vest-Agder,Kristiansand,Norway,974762994,6100 - Stats- og trygdeforvaltningen
lyderia.no,Federal agency,Rikskonsertene,Oslo,Oslo,Oslo,Norway,974761114,6100 - Stats- og trygdeforvaltningen
lydo.no,Federal agency,Stavanger Symfoniorkester Stiftelse,Stavanger,Rogaland,Stavanger,Norway,874247502,6100 - Stats- og trygdeforvaltningen
lykillinn.no,Federal agency,Norsk Kulturminnefond,Røros,Sør-Trøndelag,Røros,Norway,985980101,6100 - Stats- og trygdeforvaltningen
lysingsblad.no,Federal agency,Direktoratet For Forvaltning og Ikt,Oslo,Oslo,Oslo,Norway,991825827,6100 - Stats- og trygdeforvaltningen
lysingsbladet.no,Federal agency,Direktoratet For Forvaltning og Ikt,Oslo,Oslo,Oslo,Norway,991825827,6100 - Stats- og trygdeforvaltningen
lysningsblad.no,Federal agency,Direktoratet For Forvaltning og Ikt,Oslo,Oslo,Oslo,Norway,991825827,6100 - Stats- og trygdeforvaltningen
lysningsbladet.no,Federal agency,Direktoratet For Forvaltning og Ikt,Oslo,Oslo,Oslo,Norway,991825827,6100 - Stats- og trygdeforvaltningen
makerfaireoslo.no,Federal agency,Universitetet I Oslo,Oslo,Oslo,Oslo,Norway,971035854,6100 - Stats- og trygdeforvaltningen
mammografiundersokelsen.no,Federal agency,Oslo Universitetssykehus Hf,Oslo,Oslo,Oslo,Norway,993467049,6100 - Stats- og trygdeforvaltningen
mangfoldigeminner.no,Federal agency,Norsk Lokalhistorisk Institutt,Oslo,Oslo,Oslo,Norway,974770458,6100 - Stats- og trygdeforvaltningen
mangfoldsaret.no,Federal agency,Kulturdepartementet,Oslo,Oslo,Oslo,Norway,972417866,6100 - Stats- og trygdeforvaltningen
manunet40.no,Federal agency,Høgskolen I Molde,Molde,Møre og Romsdal,Molde,Norway,971555483,6100 - Stats- og trygdeforvaltningen
marbank.no,Federal agency,Havforskningsinstituttet,Bergen,Hordaland,Bergen,Norway,971349077,6100 - Stats- og trygdeforvaltningen
mareano.no,Federal agency,Havforskningsinstituttet,Bergen,Hordaland,Bergen,Norway,971349077,6100 - Stats- og trygdeforvaltningen
mar-eco.no,Federal agency,Havforskningsinstituttet,Bergen,Hordaland,Bergen,Norway,971349077,6100 - Stats- og trygdeforvaltningen
marinecitybergen.no,Federal agency,Universitetet I Bergen,Bergen,Hordaland,Bergen,Norway,874789542,6100 - Stats- og trygdeforvaltningen
marinemusikken.no,Federal agency,Forsvaret,Lillehammer,Oslo,Oslo,Norway,986105174,6100 - Stats- og trygdeforvaltningen
marinen.no,Federal agency,Forsvaret,Lillehammer,Oslo,Oslo,Norway,986105174,6100 - Stats- og trygdeforvaltningen
marinforskning.no,Federal agency,Universitetet I Bergen,Bergen,Hordaland,Bergen,Norway,874789542,6100 - Stats- og trygdeforvaltningen
maritime-sw.no,Federal agency,Kystverket,Ålesund,Møre og Romsdal,Ålesund,Norway,874783242,6100 - Stats- og trygdeforvaltningen
markap.no,Federal agency,Forsvaret,Lillehammer,Oslo,Oslo,Norway,986105174,6100 - Stats- og trygdeforvaltningen
markedskontroll.no,Federal agency,Direktoratet For Samfunnssikkerhet og Beredskap (Dsb),Tønsberg,Vestfold,Tønsberg,Norway,974760983,6100 - Stats- og trygdeforvaltningen
markedstilsyn.no,Federal agency,Nærings- og Fiskeridepartementet,Oslo,Oslo,Oslo,Norway,912660680,6100 - Stats- og trygdeforvaltningen
markom2020.no,Federal agency,Høgskolen I Buskerud og Vestfold,Kongsberg,Buskerud,Drammen,Norway,911770709,6100 - Stats- og trygdeforvaltningen
marpart.no,Federal agency,Universitetet I Nordland,Bodø,Nordland,Bodø,Norway,970940243,6100 - Stats- og trygdeforvaltningen
martekonferansen.no,Federal agency,Innovasjon Norge,Oslo,Oslo,Oslo,Norway,986399445,3900 - Statlige låneinstitutter mv.
masov.no,Federal agency,Tunsberg Bispedømmeråd,Tønsberg,Vestfold,Tønsberg,Norway,974762498,6100 - Stats- og trygdeforvaltningen
mastedatabasen.no,Federal agency,Nasjonal Kommunikasjonsmyndighet,Lillesand,Aust-Agder,Lillesand,Norway,974446871,6100 - Stats- og trygdeforvaltningen
mastergrad.no,Federal agency,Høgskolen I Sør-Trøndelag,Trondheim,Sør-Trøndelag,Trondheim,Norway,975264750,6100 - Stats- og trygdeforvaltningen
mastergrad.st.no,Federal agency,Høgskolen I Sør-Trøndelag,Trondheim,Sør-Trøndelag,Trondheim,Norway,975264750,6100 - Stats- og trygdeforvaltningen
mastergrad.trondheim.no,Federal agency,Høgskolen I Sør-Trøndelag,Trondheim,Sør-Trøndelag,Trondheim,Norway,975264750,6100 - Stats- og trygdeforvaltningen
masteriledelse.no,Federal agency,Universitetet I Agder,Kristiansand S,Vest-Agder,Kristiansand,Norway,970546200,6100 - Stats- og trygdeforvaltningen
masterstudier.no,Federal agency,Norges Handelshøyskole,Bergen,Hordaland,Bergen,Norway,974789523,6100 - Stats- og trygdeforvaltningen
mastra.no,Federal agency,Norges Handelshøyskole,Bergen,Hordaland,Bergen,Norway,974789523,6100 - Stats- og trygdeforvaltningen
matematikkmooc.no,Federal agency,Senter For Ikt I Utdanningen,Tromsø,Troms,Tromsø,Norway,994615203,6100 - Stats- og trygdeforvaltningen
matematikknettverket.no,Federal agency,Norges Teknisk-Naturvitenskapelige Universitet Ntnu,Trondheim,Sør-Trøndelag,Trondheim,Norway,974767880,6100 - Stats- og trygdeforvaltningen
matematikkrommet.no,Federal agency,Norges Teknisk-Naturvitenskapelige Universitet Ntnu,Trondheim,Sør-Trøndelag,Trondheim,Norway,974767880,6100 - Stats- og trygdeforvaltningen
matematikksenteret.no,Federal agency,Norges Teknisk-Naturvitenskapelige Universitet Ntnu,Trondheim,Sør-Trøndelag,Trondheim,Norway,974767880,6100 - Stats- og trygdeforvaltningen
matfest.no,Federal agency,Fylkesmannen I Hordaland,Bergen,Hordaland,Bergen,Norway,974760665,6100 - Stats- og trygdeforvaltningen
matforframtiden.no,Federal agency,Norges Miljø- og Biovitenskapelige Universitet (Nmbu),Ås,Akershus,Ås,Norway,969159570,6100 - Stats- og trygdeforvaltningen
matfravest.no,Federal agency,Fylkesmannen I Hordaland,Bergen,Hordaland,Bergen,Norway,974760665,6100 - Stats- og trygdeforvaltningen
matkompetanse.no,Federal agency,Norges Miljø- og Biovitenskapelige Universitet (Nmbu),Ås,Akershus,Ås,Norway,969159570,6100 - Stats- og trygdeforvaltningen
matogindustri.no,Federal agency,Nibio - Norsk Institutt For Bioøkonomi,Ås,Akershus,Ås,Norway,988983837,6100 - Stats- og trygdeforvaltningen
matpadata.no,Federal agency,Mattilsynet,Brumunddal,Oslo,Oslo,Norway,985399077,6100 - Stats- og trygdeforvaltningen
matplassen.no,Federal agency,Mattilsynet,Brumunddal,Oslo,Oslo,Norway,985399077,6100 - Stats- og trygdeforvaltningen
matportalen.no,Federal agency,Mattilsynet,Brumunddal,Oslo,Oslo,Norway,985399077,6100 - Stats- og trygdeforvaltningen
matpaadata.no,Federal agency,Mattilsynet,Brumunddal,Oslo,Oslo,Norway,985399077,6100 - Stats- og trygdeforvaltningen
matress.no,Federal agency,Universitetet I Agder,Kristiansand S,Vest-Agder,Kristiansand,Norway,970546200,6100 - Stats- og trygdeforvaltningen
matstreif.no,Federal agency,Innovasjon Norge,Oslo,Oslo,Oslo,Norway,986399445,3900 - Statlige låneinstitutter mv.
mattemooc.no,Federal agency,Senter For Ikt I Utdanningen,Tromsø,Troms,Tromsø,Norway,994615203,6100 - Stats- og trygdeforvaltningen
mattilsynet.no,Federal agency,Mattilsynet,Brumunddal,Oslo,Oslo,Norway,985399077,6100 - Stats- og trygdeforvaltningen
mattrygghet.no,Federal agency,Norges Miljø- og Biovitenskapelige Universitet (Nmbu),Ås,Akershus,Ås,Norway,969159570,6100 - Stats- og trygdeforvaltningen
matvaretabell.no,Federal agency,Mattilsynet,Brumunddal,Oslo,Oslo,Norway,985399077,6100 - Stats- og trygdeforvaltningen
matvaretabellen.no,Federal agency,Mattilsynet,Brumunddal,Oslo,Oslo,Norway,985399077,6100 - Stats- og trygdeforvaltningen
mddep.no,Federal agency,Klima- og Miljødepartementet,Oslo,Oslo,Oslo,Norway,972417882,6100 - Stats- og trygdeforvaltningen
mdt.no,Federal agency,Norsk Folkemuseum,Oslo,Oslo,Oslo,Norway,970010815,6100 - Stats- og trygdeforvaltningen
meddommerutvalg.no,Federal agency,Domstolene I Norge,Trondheim,Sør-Trøndelag,Trondheim,Norway,984195796,6100 - Stats- og trygdeforvaltningen
medgen.no,Federal agency,Helse Bergen Hf,Bergen,Hordaland,Bergen,Norway,983974724,6100 - Stats- og trygdeforvaltningen
mediadesk.no,Federal agency,Norsk Filminstitutt,Oslo,Oslo,Oslo,Norway,892211442,6100 - Stats- og trygdeforvaltningen
mediastudent.no,Federal agency,Høgskolen I Nord-Trøndelag,Steinkjer,Nord-Trøndelag,Steinkjer,Norway,971575905,6100 - Stats- og trygdeforvaltningen
mediatilsynet.no,Federal agency,Medietilsynet,Fredrikstad,Østfold,Fredrikstad,Norway,974760886,6100 - Stats- og trygdeforvaltningen
medicalimaging.no,Federal agency,Norges Teknisk-Naturvitenskapelige Universitet Ntnu,Trondheim,Sør-Trøndelag,Trondheim,Norway,974767880,6100 - Stats- og trygdeforvaltningen
medicinesfromabroad.no,Federal agency,Statens Legemiddelverk,Oslo,Oslo,Oslo,Norway,974761122,6100 - Stats- og trygdeforvaltningen
medieby.no,Federal agency,Medietilsynet,Fredrikstad,Østfold,Fredrikstad,Norway,974760886,6100 - Stats- og trygdeforvaltningen
mediefag.no,Federal agency,Høgskolen I Hedmark,Elverum,Hedmark,Elverum,Norway,974251760,6100 - Stats- og trygdeforvaltningen
mediekonferansen.no,Federal agency,Medietilsynet,Fredrikstad,Østfold,Fredrikstad,Norway,974760886,6100 - Stats- og trygdeforvaltningen
mediekonferansen2011.no,Federal agency,Medietilsynet,Fredrikstad,Østfold,Fredrikstad,Norway,974760886,6100 - Stats- og trygdeforvaltningen
mediekonferansen2012.no,Federal agency,Medietilsynet,Fredrikstad,Østfold,Fredrikstad,Norway,974760886,6100 - Stats- og trygdeforvaltningen
mediekonferansen2013.no,Federal agency,Medietilsynet,Fredrikstad,Østfold,Fredrikstad,Norway,974760886,6100 - Stats- og trygdeforvaltningen
mediepedagogikk.no,Federal agency,Høgskolen I Lillehammer,Lillehammer,Oppland,Lillehammer,Norway,975264793,6100 - Stats- og trygdeforvaltningen
medieregisteret.no,Federal agency,Medietilsynet,Fredrikstad,Østfold,Fredrikstad,Norway,974760886,6100 - Stats- og trygdeforvaltningen
mediesenteret.no,Federal agency,Høgskolen I Bergen,Bergen,Hordaland,Bergen,Norway,974652366,6100 - Stats- og trygdeforvaltningen
mediestudent.no,Federal agency,Høgskolen I Nord-Trøndelag,Steinkjer,Nord-Trøndelag,Steinkjer,Norway,971575905,6100 - Stats- og trygdeforvaltningen
mediestudiet.no,Federal agency,Høgskolen I Nesna,Nesna,Nordland,Nesna,Norway,971576995,6100 - Stats- og trygdeforvaltningen
medietilsynet.no,Federal agency,Medietilsynet,Fredrikstad,Østfold,Fredrikstad,Norway,974760886,6100 - Stats- og trygdeforvaltningen
medikamentregning.no,Federal agency,Høgskolen I Gjøvik,Gjøvik,Oppland,Gjøvik,Norway,970937668,6100 - Stats- og trygdeforvaltningen
medinsight.no,Federal agency,Oslo Universitetssykehus Hf,Oslo,Oslo,Oslo,Norway,993467049,6100 - Stats- og trygdeforvaltningen
medisinbytte.no,Federal agency,Statens Legemiddelverk,Oslo,Oslo,Oslo,Norway,974761122,6100 - Stats- og trygdeforvaltningen
medisinibutikk.no,Federal agency,Statens Legemiddelverk,Oslo,Oslo,Oslo,Norway,974761122,6100 - Stats- og trygdeforvaltningen
medisinskekvalitetsregistre.no,Federal agency,Helse Nord Rhf,Bodø,Nordland,Bodø,Norway,883658752,6100 - Stats- og trygdeforvaltningen
medisinskregister.no,Federal agency,Helse Nord Rhf,Bodø,Nordland,Bodø,Norway,883658752,6100 - Stats- og trygdeforvaltningen
mednytt.no,Federal agency,Nasjonalt Kunnskapssenter For Helsetjenesten,Oslo,Oslo,Oslo,Norway,986303537,6100 - Stats- og trygdeforvaltningen
medvirkning.no,Federal agency,Høgskolen I Østfold,Halden,Østfold,Halden,Norway,971567376,6100 - Stats- og trygdeforvaltningen
meguin.no,Federal agency,Universitetet I Nordland,Bodø,Nordland,Bodø,Norway,970940243,6100 - Stats- og trygdeforvaltningen
meistringssenteret.no,Federal agency,Helse Fonna Hf,Haugesund,Rogaland,Haugesund,Norway,983974694,6100 - Stats- og trygdeforvaltningen
meklernettet.no,Federal agency,"Barne-, Ungdoms- og Familiedirektoratet",Tønsberg,Oslo,Oslo,Norway,986128433,6100 - Stats- og trygdeforvaltningen
meldbivirkninger.no,Federal agency,Statens Legemiddelverk,Oslo,Oslo,Oslo,Norway,974761122,6100 - Stats- og trygdeforvaltningen
meldebivirkninger.no,Federal agency,Statens Legemiddelverk,Oslo,Oslo,Oslo,Norway,974761122,6100 - Stats- og trygdeforvaltningen
meldeportalen.no,Federal agency,Statens Helsetilsyn,Oslo,Oslo,Oslo,Norway,974761394,6100 - Stats- og trygdeforvaltningen
meldesentralen.no,Federal agency,Statens Helsetilsyn,Oslo,Oslo,Oslo,Norway,974761394,6100 - Stats- og trygdeforvaltningen
meldetilbarnevernet.no,Federal agency,"Barne-, Ungdoms- og Familiedirektoratet",Tønsberg,Oslo,Oslo,Norway,986128433,6100 - Stats- og trygdeforvaltningen
meldingsboks.no,Federal agency,Direktoratet For Forvaltning og Ikt,Oslo,Oslo,Oslo,Norway,991825827,6100 - Stats- og trygdeforvaltningen
meltzerfondet.no,Federal agency,Universitetet I Bergen,Bergen,Hordaland,Bergen,Norway,874789542,6100 - Stats- og trygdeforvaltningen
menighetogmisjon.no,Federal agency,Kirkerådet,Oslo,Oslo,Oslo,Norway,970550259,6100 - Stats- og trygdeforvaltningen
mentor-a.no,Federal agency,Universitetet I Agder,Kristiansand S,Vest-Agder,Kristiansand,Norway,970546200,6100 - Stats- og trygdeforvaltningen
meop.no,Federal agency,Norsk Polarinstitutt,Tromsø,Troms,Tromsø,Norway,971022264,6100 - Stats- og trygdeforvaltningen
merchantsandmissionaries.no,Federal agency,Universitetet I Bergen,Bergen,Hordaland,Bergen,Norway,874789542,6100 - Stats- og trygdeforvaltningen
meremed.no,Federal agency,Helse Midt-Norge Rhf,Stjørdal,Nord-Trøndelag,Stjørdal,Norway,983658776,6100 - Stats- og trygdeforvaltningen
merkeregisteret.no,Federal agency,Patentstyret,Oslo,Oslo,Oslo,Norway,971526157,6100 - Stats- og trygdeforvaltningen
mesterbrev.no,Federal agency,Mesterbrevnemnda,Oslo,Oslo,Oslo,Norway,982786495,6100 - Stats- og trygdeforvaltningen
mesterbrevene.no,Federal agency,Vea - Statens Fagskole For Gartnere og Blomsterdekoratører,Moelv,Hedmark,Ringsaker,Norway,870961642,6100 - Stats- og trygdeforvaltningen
mesterbrevet.no,Federal agency,Vea - Statens Fagskole For Gartnere og Blomsterdekoratører,Moelv,Hedmark,Ringsaker,Norway,870961642,6100 - Stats- og trygdeforvaltningen
mesterbrevnemnda.no,Federal agency,Mesterbrevnemnda,Oslo,Oslo,Oslo,Norway,982786495,6100 - Stats- og trygdeforvaltningen
mesterregisteret.no,Federal agency,Mesterbrevnemnda,Oslo,Oslo,Oslo,Norway,982786495,6100 - Stats- og trygdeforvaltningen
