ORGNR,DOMAIN NAME,DNSSEC
9.40039541E8,naeringsdestinasjonfredrikstad.no,Signert
9.40039541E8,garasjesalgdagen.no,Signert
9.40039541E8,betafredrikstad.no,Signert
9.40039541E8,fredrikstadbyjubileum.no,Signert
9.40039541E8,xn--fredrikstad450r-ulb.no,Usignert
9.40039541E8,fredrikstad450.no,Signert
9.40039541E8,byjubileet2017.no,Signert
9.40039541E8,fredrikstad2017.no,Signert
9.40039541E8,byjubileetfredrikstad.no,Signert
9.40039541E8,bypa.no,Signert
9.40039541E8,xn--byp-wla.fredrikstad.no,Usignert
9.40039541E8,bypaa.fredrikstad.no,Signert
9.40039541E8,365.fredrikstad.no,Usignert
9.40039541E8,www.fredrikstad.no,Usignert
9.40039541E8,tallshipsfredrikstad.no,Usignert
9.40039541E8,stcroix-huset.no,Signert
9.40039541E8,skole.fredrikstad.no,Usignert
9.40039541E8,gjenvinningostfold.no,Usignert
9.40039541E8,futv.no,Usignert
9.40039541E8,fredrikstad2015.no,Usignert
9.40039541E8,fredrikstadvalget.no,Signert
9.40039541E8,blaagrotte.no,Signert
9.40083672E8,www.rennebu.no,Usignert
9.40083672E8,rennebu3tusen.no,Usignert
9.40083672E8,rennebutretusen.no,Usignert
9.40083672E8,rennebu.folkebibl.no,Usignert
9.40083672E8,kulturskolen-rennebu.no,Signert
9.40083672E8,gauldalsregionen.no,Usignert
9.40083672E8,bygg-vei.no,Usignert
9.40083672E8,byggvei.no,Usignert
9.40100925E8,formdinframtid.no,Usignert
9.40100925E8,formdinfremtid.no,Usignert
9.40100925E8,ringeriksjobb.no,Signert
9.40100925E8,www.ringerike.no,Usignert
9.40100925E8,rklogin.no,Usignert
9.40100925E8,ringeriksregionen.no,Usignert
9.40100925E8,ringerike-legevakt.no,Signert
9.40100925E8,ringerikebibliotek.no,Usignert
9.40100925E8,portal.ringerike.no,Signert
9.40101808E8,kulturskolentromso.no,Usignert
9.40101808E8,kulturkskolentromso.no,Usignert
9.40101808E8,sykkelbyentromso.no,Signert
9.40101808E8,shootthebeat.no,Usignert
9.40101808E8,xn--dkstroms-d5a.no,Signert
9.40101808E8,dkstromso.no,Signert
9.40101808E8,musikkfesttromso.no,Signert
9.40101808E8,filmveksthuset.no,Signert
9.40101808E8,filmveksthusettvibit.no,Signert
9.40101808E8,sykkelhelt.no,Signert
9.40101808E8,markami.no,Usignert
9.40101808E8,dinbedriftpanett.no,Signert
9.40101808E8,arctic-capital.no,Signert
9.40101808E8,tromso-vann.no,Signert
9.40101808E8,tromsovann.no,Signert
9.40101808E8,nnpluss.no,Signert
9.40101808E8,tromsosykkelfestival.no,Signert
9.40101808E8,www.xn--troms-zua.no,Usignert
9.40101808E8,www.tromso.no,Usignert
9.40101808E8,xn--tromsskolen-kgb.no,Usignert
9.40101808E8,tromso2014.no,Usignert
9.40101808E8,tromsoskolen.no,Usignert
9.40101808E8,tromsos.no,Usignert
9.40101808E8,tromkom.no,Usignert
9.40101808E8,tkom.no,Usignert
9.40101808E8,sosialmedisinsksenter.no,Usignert
9.40101808E8,skolekonferanse.no,Usignert
9.40101808E8,raadstua.no,Usignert
9.40101808E8,nuff.no,Usignert
9.40101808E8,nordomradet.no,Signert
9.40101808E8,kulturhuset.tr.no,Usignert
9.40101808E8,kofor.no,Signert
9.40101808E8,gatami.no,Usignert
9.40101808E8,fht.no,Usignert
9.40101808E8,110-troms.no,Usignert
9.40101808E8,barnehage.tromso.no,Signert
9.40138051E8,rindallegekontor.no,Usignert
9.40138051E8,opplevtrollheimen.no,Signert
9.40138051E8,www.rindal.no,Usignert
9.40138051E8,ungirindal.no,Usignert
9.40138051E8,tidtilaleve.no,Usignert
9.40138051E8,xn--tidtilleve-65a.no,Usignert
9.40138051E8,tidtilaaleve.no,Usignert
9.40138051E8,rindalshuset.no,Usignert
9.40138051E8,rindalkino.no,Usignert
9.40152496E8,saate.no,Usignert
9.40152496E8,sateskole.no,Usignert
9.40152496E8,birkebeinerriket.no,Usignert
9.40152496E8,www.xn--mot-tla.no,Usignert
9.40152496E8,www.amot.no,Usignert
9.40152496E8,ruk.no,Usignert
9.40152496E8,birken.no,Usignert
9.40152496E8,birkebeinerlandet.no,Usignert
9.40152496E8,asp-hedmark.no,Usignert
9.40155223E8,popkultgjovik.no,Usignert
9.40155223E8,birihelsesenter.no,Usignert
9.40155223E8,xn--gjvikkulturhus-rqb.no,Usignert
9.40155223E8,gjovikkultursenter.no,Usignert
9.40155223E8,gjovikkulturhus.no,Usignert
9.40155223E8,xn--gjvikkultursenter-10b.no,Usignert
9.40155223E8,belowzero2016.no,Signert
9.40155223E8,gjovikkommune.no,Usignert
9.40155223E8,birilegesenter.no,Usignert
9.40155223E8,gjovikskolene.no,Usignert
9.40155223E8,gjovik-brannvesen.no,Usignert
9.40155223E8,110-gjovik.no,Usignert
9.40155223E8,www.xn--gjvik-wua.no,Signert
9.40155223E8,www.gjovik.no,Signert
9.40155223E8,ungigjovik.no,Signert
9.40155223E8,sps-hunndalen.no,Usignert
9.40155223E8,snertingdalhelsesenter.no,Usignert
9.40155223E8,pugjovik.no,Usignert
9.40155223E8,glsn.no,Signert
9.40155223E8,gjovikregionen.no,Signert
9.40155223E8,gjovikkunst-ogkulturskole.no,Usignert
9.40155223E8,gjovikskolen.no,Signert
9.40155223E8,fredheimskole.no,Signert
9.40155223E8,filmverkstedet.no,Usignert
9.40155223E8,bhg.gjovik.no,Signert
9.40155223E8,arenagjovik.no,Usignert
9.40155223E8,xn--arenagjvik-6cb.no,Usignert
9.40158893E8,hemneelev.no,Usignert
9.40158893E8,hemnekulturskole.no,Usignert
9.40158893E8,www.hemne.no,Usignert
9.40158893E8,sodin.no,Usignert
9.40158893E8,mageroya.no,Usignert
9.40158893E8,kart.hemne.no,Usignert
9.40158893E8,fjordlandet.no,Signert
9.40158893E8,ehemne.no,Signert
9.40192226E8,traineetelemark.no,Usignert
9.40192226E8,telemarktrafikk.no,Signert
9.40192226E8,telemarkstrafikk.no,Signert
9.40192226E8,yrkeshogskolen.no,Signert
9.40192226E8,xn--yrkeshgskolen-gnb.no,Signert
9.40192226E8,telemark-industrial-heritage.no,Signert
9.40192226E8,rjukan-notodden-industrial-heritage-site.no,Signert
9.40192226E8,rjukan-notodden-world-heritage-site.no,Signert
9.40192226E8,telemark-verdensarv.no,Signert
9.40192226E8,rjukan-notodden-world-heritage.no,Signert
9.40192226E8,telemark-world-heritage.no,Signert
9.40192226E8,telemark-industriarv.no,Signert
9.40192226E8,rjukan-notodden-industriarv.no,Signert
9.40192226E8,rjukan-notodden-verdensarv.no,Signert
9.40192226E8,nettskolentelemark.no,Usignert
9.40192226E8,nettskolentfk.no,Usignert
9.40192226E8,telemarkonline.no,Usignert
9.40192226E8,yrkeshoyskolen.no,Signert
9.40192226E8,xn--yrkeshyskolen-gnb.no,Signert
9.40192226E8,fotavtrykk-telemark.no,Usignert
9.40192226E8,folkehelse.tm.no,Usignert
9.40192226E8,skifylket.no,Signert
9.40192226E8,festivalfylket.no,Signert
9.40192226E8,opplevelseslandet.no,Signert
9.40192226E8,telemarksski.no,Signert
9.40192226E8,innovasjonsfylket.no,Signert
9.40192226E8,sykkelfylket.no,Signert
9.40192226E8,telemarkskiing.no,Signert
9.40192226E8,grunderfylket.no,Signert
9.40192226E8,sykkellandet.no,Signert
9.40192226E8,kulturfylket.no,Signert
9.40192226E8,nome.vgs.no,Usignert
9.40192226E8,pedtelemark.no,Usignert
9.40192226E8,farte.no,Usignert
9.40192226E8,telemarkungdomsrad.no,Signert
9.40192226E8,fotavtrykk.no,Usignert
9.40192226E8,notodden.vgs.no,Usignert
9.40192226E8,2isa.no,Usignert
9.40192226E8,telemarkutviklingsfond.no,Signert
9.40192226E8,kragerovgs.no,Signert
9.40192226E8,yrkesmessa.no,Signert
9.40192226E8,www.telemark.no,Usignert
9.40192226E8,vtkonferansen.no,Usignert
9.40192226E8,vri-telemark.no,Usignert
9.40192226E8,telemark-fk.no,Usignert
9.40192226E8,telemarksbarometeret.no,Usignert
9.40192226E8,telemarksbarometer.no,Usignert
9.40192226E8,t-fk.no,Signert
9.40192226E8,slusa.no,Usignert
9.40192226E8,sciencetelemark.no,Usignert
9.40192226E8,plan.tm.no,Usignert
9.40192226E8,kulturskatten.no,Usignert
9.40192226E8,karrieretelemark.no,Usignert
9.40192226E8,karrieresentertelemark.no,Usignert
9.40192226E8,bystrategigrenland.no,Usignert
9.40192226E8,bygren.no,Usignert
9.40192404E8,tolgaslekt.no,Usignert
9.40192404E8,visittolga.no,Usignert
9.40192404E8,www.tolga.no,Usignert
9.40192404E8,vingelenskole.no,Usignert
9.40192404E8,tolgaskole.no,Usignert
9.40192404E8,tolgakulturskole.no,Signert
9.40192404E8,olsokitolga.no,Usignert
9.40192692E8,tenktraena.no,Usignert
9.40192692E8,xn--tenktrna-o0a.no,Usignert
9.40192692E8,www.xn--trna-woa.no,Usignert
9.40192692E8,www.trana.no,Usignert
9.40192692E8,trenaskolene.no,Signert
9.40192692E8,trana.folkebibl.no,Usignert
9.4020858E8,balsfjordkulturskole.no,Signert
9.4020858E8,www.balsfjord.no,Usignert
9.4020858E8,storsteinneslegekontor.no,Signert
9.4020858E8,sandskole.no,Usignert
9.4020858E8,malangseidet.no,Usignert
9.4020858E8,laksvatn.no,Signert
9.4020858E8,bulahuset.no,Usignert
9.40244145E8,skole.bamble.no,Usignert
9.40244145E8,friervest.no,Usignert
9.40244145E8,elev.bamble.no,Usignert
9.40244145E8,bamblevann.no,Signert
9.40244145E8,xn--fltevann-b0a.no,Signert
9.40330408E8,vannvag.no,Signert
9.40330408E8,xn--karlsyoppvekst-uqb.no,Signert
9.40330408E8,karlsoyoppvekst.no,Signert
9.40330408E8,barnehagene.karlsoy.no,Signert
9.40330408E8,credoungdom.no,Usignert
9.40331102E8,verddevuohta.no,Usignert
9.40331102E8,www.xn--kvnangen-k0a.no,Usignert
9.40331102E8,www.kvanangen.no,Usignert
9.40331102E8,www.navuotna.no,Usignert
9.40363586E8,nordnesfjellet.no,Usignert
9.40363586E8,nnfo.no,Signert
9.40363586E8,fjellovervaking.no,Usignert
9.40363586E8,www.kafjord.no,Usignert
9.40363586E8,www.gaivuotna.no,Usignert
9.40363586E8,www.xn--givuotna-8ya.no,Usignert
9.40363586E8,www.xn--kfjord-iua.no,Usignert
9.40363586E8,xn--visitkfjord-28a.no,Usignert
9.40363586E8,visitkafjord.no,Usignert
9.40363586E8,trollvikskole.no,Usignert
9.40363586E8,spinnvillrokkefestival.no,Signert
9.40363586E8,rokkefestival.no,Signert
9.40363586E8,olderdalenbarnehage.no,Usignert
9.40363586E8,olderdalenskole.no,Usignert
9.40363586E8,nordtromsportalen.no,Usignert
9.40363586E8,manndalenskole.no,Usignert
9.40363586E8,kafjordvoksenopplaring.no,Usignert
9.40363586E8,kafjordkulturskole.no,Usignert
9.40363586E8,kafjordskolen.no,Signert
9.40363586E8,kafjordlegekontor.no,Usignert
9.40363586E8,fossenbarnehage.no,Usignert
9.40363586E8,folkenett.no,Usignert
9.40363586E8,fjellskreditroms.no,Signert
9.40363586E8,birtavarrebarnehage.no,Usignert
9.40400392E8,lebesbybibliotek.no,Signert
9.40400392E8,kjollefjord.no,Usignert
9.40400392E8,chrisfestivalen.no,Usignert
9.40415683E8,capsa.no,Signert
9.40415683E8,pts.no,Usignert
9.40493021E8,stemmehagen.no,Signert
9.40493021E8,tedxarendal.no,Signert
9.40493021E8,delmedandre.no,Signert
9.40493021E8,innovasjonarendal.no,Signert
9.40493021E8,vitenklubben.no,Signert
9.40493021E8,byjubileum2023.no,Signert
9.40493021E8,eurekakompetanse.no,Signert
9.40493021E8,powerofmusic.no,Signert
9.40493021E8,arendalidrettspark.no,Signert
9.40493021E8,xn--sramfi-bya.no,Signert
9.40493021E8,vitenbutikken.no,Signert
9.40493021E8,110agder.no,Signert
9.40493021E8,sciencecentersor.no,Signert
9.40493021E8,sorlandsciencecenter.no,Signert
9.40493021E8,sciencecentersorland.no,Signert
9.40493021E8,sciencecentersorlandet.no,Signert
9.40493021E8,sorlandetsciencecenter.no,Signert
9.40493021E8,medhjerteforarendal.no,Usignert
9.40493021E8,okopartnere.no,Signert
9.40493021E8,www.arendal.no,Signert
9.40493021E8,vitensenter.arendal.no,Usignert
9.40493021E8,stuenesskole.no,Signert
9.40493021E8,sorlandetslitteraturpris.no,Usignert
9.40493021E8,seopp.no,Usignert
9.40493021E8,sciencecenter.no,Signert
9.40493021E8,samfunnsbygging.no,Signert
9.40493021E8,ostreagder2015.no,Signert
9.40493021E8,oppvekstsenter.arendal.no,Signert
9.40493021E8,oabv.no,Signert
9.40493021E8,nopaper.no,Signert
9.40493021E8,ngpoffshore.no,Usignert
9.40493021E8,xn--lresenter-g3a.arendal.no,Usignert
9.40493021E8,kulturuke-viover60.no,Usignert
9.40493021E8,kild1.no,Signert
9.40493021E8,kart.arendal.no,Signert
9.40493021E8,internasjonaltmarked.no,Signert
9.40493021E8,idrettspark.no,Signert
9.40493021E8,flosta.no,Signert
9.40493021E8,bomuldsfabriken.no,Usignert
9.40493021E8,birkenlund.no,Signert
9.40493021E8,beredskap-oabv.no,Usignert
9.40493021E8,arendallive.no,Usignert
9.40493021E8,arendalbeta.no,Signert
9.40493021E8,arendalsvann.no,Signert
9.4064214E8,shareport.no,Usignert
9.4064214E8,lilandbarnehage.no,Usignert
9.4064214E8,lilandskole.no,Signert
9.4064214E8,evenes.folkebibl.no,Usignert
9.4064214E8,ansatte.evenes.no,Usignert
9.40643112E8,grane-kommune.no,Usignert
9.40643112E8,granekommune.no,Usignert
9.40643112E8,boigrane.no,Signert
9.40643112E8,kommunelegenigrane.no,Signert
9.40643112E8,turkarthelgeland.no,Signert
9.40643112E8,www.grane.no,Usignert
9.40643112E8,trofors.no,Usignert
9.40651034E8,auslia.no,Usignert
9.40667852E8,luroylegekontor.no,Signert
9.40667852E8,xn--lurykommune-igb.no,Usignert
9.40667852E8,luroyhelse.no,Usignert
9.40667852E8,lu-jupiter.no,Usignert
9.40755603E8,dyroyogsorreisalegekontor.no,Signert
9.40755603E8,www.xn--srreisa-q1a.no,Signert
9.40755603E8,www.sorreisa.no,Signert
9.40755603E8,tromskaia.no,Signert
9.40755603E8,skoelv.no,Signert
9.40791901E8,karmoykulturskole.no,Signert
9.40791901E8,forskerrommet.no,Signert
9.40791901E8,www.kopervik.no,Usignert
9.40791901E8,www.xn--karmy-yua.no,Usignert
9.40791901E8,www.karmoy.no,Usignert
9.40791901E8,visitkarmoy.no,Usignert
9.40791901E8,slamit.no,Usignert
9.40791901E8,sagisle.no,Usignert
9.40791901E8,sagaisland.no,Usignert
9.40791901E8,sagaoy.no,Usignert
9.40791901E8,kongesete.no,Usignert
9.40791901E8,karmoybarnehagene.no,Signert
9.40791901E8,karmoyskolen.no,Signert
9.40802652E8,radeskolen.no,Signert
9.40802652E8,familiehuset.rade.no,Signert
9.40802652E8,www.xn--rde-ula.no,Signert
9.40802652E8,mosseregionen.no,Signert
9.40837685E8,fjellhelse.no,Signert
9.40837685E8,www.tynset.no,Usignert
9.40837685E8,tynsetbarneskole.no,Signert
9.40837685E8,tynsetkommune.no,Usignert
9.40837685E8,tylldalenskole.no,Usignert
9.40837685E8,nord-osterdal.no,Signert
9.40837685E8,nord-ostredal.no,Usignert
9.40837685E8,faaset.no,Signert
9.40837685E8,xn--dovrefjellrdet-vib.no,Signert
9.40837685E8,dovrefjellradet.no,Signert
9.4087556E8,www.aremark.no,Usignert
9.40898862E8,flesbergbibliotek.no,Signert
9.40898862E8,www.flesberg.no,Usignert
9.41017975E8,verdensarv.no,Usignert
9.41017975E8,verdensarvnorden.no,Usignert
9.41017975E8,verdensarvvega.no,Usignert
9.41017975E8,vegaskole.no,Signert
9.41017975E8,verdensvega.no,Usignert
9.41087957E8,www.masoy.no,Usignert
9.41087957E8,vf-regionrad.no,Usignert
9.41139787E8,austevollbibliotek.no,Signert
9.41388841E8,karrieresfj.no,Usignert
9.41388841E8,skulesekken.no,Usignert
9.41388841E8,filmifjordane.no,Signert
9.41388841E8,firdamediesenter.no,Signert
9.41388841E8,mediaskulen.no,Signert
9.41388841E8,filmskulen.no,Signert
9.41388841E8,fylkesarkivet.no,Signert
9.41388841E8,sfjtrafikk.no,Usignert
9.41388841E8,sftrafikk.no,Usignert
9.41388841E8,framflyt.no,Usignert
9.41388841E8,kringom.no,Usignert
9.41388841E8,verdiskapingsplan.no,Signert
9.41388841E8,verdiskapingsplanen.no,Signert
9.41388841E8,filmhjelp.no,Signert
9.41388841E8,filmhjelpen.no,Signert
9.41388841E8,sfj1814.no,Signert
9.41388841E8,kystpilegrimsleden.no,Usignert
9.41388841E8,kystpilegrimsleia.no,Usignert
9.41388841E8,filmif.no,Signert
9.41388841E8,kystpilegrim.no,Usignert
9.41388841E8,bretilhav.no,Signert
9.41388841E8,vestlandsleksikon.no,Usignert
9.41388841E8,stadnamn.no,Usignert
9.41388841E8,soffk.no,Usignert
9.41388841E8,skulestova.no,Usignert
9.41388841E8,simsafety.no,Usignert
9.41388841E8,sfvgs.no,Usignert
9.41388841E8,sf-fylkesplan.no,Usignert
9.41388841E8,sensff.no,Usignert
9.41388841E8,rup.no,Usignert
9.41388841E8,plannett.no,Usignert
9.41388841E8,himmeljord.no,Signert
9.41388841E8,fylkesarkiv.no,Usignert
9.41388841E8,fylkesleksikon.no,Usignert
9.41388841E8,fjellatlas.no,Usignert
9.41388841E8,fattigkassa.no,Usignert
9.41388841E8,emigration.no,Usignert
9.41388841E8,aspdns.no,Usignert
9.41812716E8,ntroms.no,Signert
9.41827195E8,www.sor-fron.no,Usignert
9.41827195E8,hundorp.no,Signert
9.41827195E8,fronsbadet.no,Usignert
9.41827195E8,fron-badeland.no,Usignert
9.41827195E8,fronbadeland.no,Signert
9.41827195E8,dalegudbrandsgard.no,Usignert
9.41827195E8,dalegudbrand.no,Usignert
9.41962726E8,neslensemuseum.no,Signert
9.41962726E8,vestgardskole.no,Signert
9.41962726E8,kirkelundskole.no,Signert
9.41962726E8,www.skiptvet.no,Usignert
9.42110286E8,varangertonen.no,Signert
9.42110286E8,konet.no,Usignert
9.42110286E8,barentsdagene.no,Usignert
9.42110286E8,basenkirkenes.no,Signert
9.42110286E8,xsvk.no,Usignert
9.42110286E8,www.kirkenes.no,Usignert
9.42110286E8,www.xn--mtta-vrjjat-k7af.no,Usignert
9.42110286E8,www.matta-varjjat.no,Usignert
9.42110286E8,www.sor-varanger.no,Usignert
9.42110286E8,www.xn--sr-varanger-ggb.no,Usignert
9.42110286E8,svk.no,Usignert
9.42110286E8,xn--srvaranger-0cb.folkebibl.no,Usignert
9.42110286E8,xn--sr-varanger2030-5tb.no,Signert
9.42110286E8,xn--sr-varanger-ggb.folkebibl.no,Usignert
9.42110286E8,sor-varanger2030.no,Signert
9.42110286E8,skoltesamiskmuseum.no,Usignert
9.42110286E8,saviomuseet.no,Usignert
9.42110286E8,pomor-senter.no,Signert
9.42110286E8,pomorsenter.no,Signert
9.42110286E8,pomorsenteret.no,Signert
9.42110286E8,pomor-senteret.no,Signert
9.42110286E8,pasvikelva.no,Signert
9.42110286E8,ofr.no,Usignert
9.42110286E8,kirkenes-havn.no,Usignert
9.42110286E8,kirkeneskonferansen.no,Usignert
9.42110286E8,kiof.no,Usignert
9.42110286E8,9900.no,Signert
9.42110286E8,78999400.no,Signert
9.42110286E8,detgrenselosevannet.no,Signert
9.42110375E8,tau.no,Signert
9.42110375E8,rense.no,Signert
9.42110464E8,mennibarnehage.no,Usignert
9.42110464E8,labtjenester.no,Signert
9.42110464E8,visuellmusikk.no,Signert
9.42110464E8,jentevakta.no,Usignert
9.42110464E8,sjetneskole.no,Signert
9.42110464E8,www.trondheim.no,Usignert
9.42110464E8,xn--vddan-mra.no,Usignert
9.42110464E8,unginnovasjon.no,Usignert
9.42110464E8,ungbo.trondheim.no,Usignert
9.42110464E8,trondheimbydrift.no,Usignert
9.42110464E8,trondheimkunsthall.no,Usignert
9.42110464E8,trondheimkommune.no,Signert
9.42110464E8,tolkmidt.no,Usignert
9.42110464E8,tolkmidtnorge.no,Usignert
9.42110464E8,stoppvoldensnakkut.no,Usignert
9.42110464E8,stabbursmoen.no,Usignert
9.42110464E8,sildraapen.no,Usignert
9.42110464E8,sevonett.no,Signert
9.42110464E8,minett.no,Usignert
9.42110464E8,litr.no,Usignert
9.42110464E8,livingintrondheimregion.no,Usignert
9.42110464E8,trondheim-litteraturfest.no,Signert
9.42110464E8,trondheimlitteraturfest.no,Signert
9.42110464E8,citymanager.no,Usignert
9.42110464E8,analysesenteret.no,Usignert
9.42114184E8,enhusbank.no,Signert
9.42114184E8,boligsosialtarbeid.no,Signert
9.42114184E8,boligforvelferd.no,Signert
9.42114184E8,boligsosialveileder.no,Signert
9.42114184E8,byggeskikkpris.no,Signert
9.42114184E8,hbit.no,Signert
9.42114184E8,veiviserboligforvelferd.no,Signert
9.42114184E8,boligsosialveiviser.no,Signert
9.42114184E8,bofilm.no,Signert
9.42114184E8,statensbyggeskikkpris.no,Usignert
9.42114184E8,byggeskikkprisen.no,Usignert
9.42114184E8,utbedrebolig.no,Signert
9.42114184E8,startlan.no,Signert
9.42114184E8,startlaan.no,Signert
9.42114184E8,xn--startln-jxa.no,Signert
9.42114184E8,passivhuscentrum.no,Signert
9.42114184E8,omradeloft.no,Signert
9.42114184E8,xn--omrdelft-c0a7q.no,Signert
9.42114184E8,lavenergiboliger.no,Signert
9.42114184E8,husbanken.no,Signert
9.42114184E8,husbank.no,Signert
9.42114184E8,housingbank.no,Signert
9.42114184E8,godbolig.no,Signert
9.42114184E8,etablerebarnehage.no,Signert
9.42114184E8,eldrebolig.no,Signert
9.42114184E8,xn--bosttte-t1a.no,Signert
9.42114184E8,bostotte.no,Signert
9.42114184E8,bostedslose.no,Signert
9.42114184E8,boligkvalitet.no,Signert
9.42114184E8,boinorden.no,Signert
9.42116217E8,kulturkorthedm.no,Usignert
9.42116217E8,kulturkorthedmark.no,Usignert
9.42116217E8,kulturkorthed.no,Usignert
9.42116217E8,blimentor.no,Usignert
9.42116217E8,proysenvandring.no,Usignert
9.42116217E8,xn--prysenvandring-rqb.no,Usignert
9.42116217E8,www.hedmark.no,Usignert
9.42116217E8,ungdommens-fylkesting.no,Usignert
9.42116217E8,ungting.no,Usignert
9.42116217E8,region-innlandet.no,Usignert
9.42116217E8,proysennett.no,Usignert
9.42116217E8,norway-enterprise.no,Usignert
9.42116217E8,midt-osterdal.vgs.no,Usignert
9.42116217E8,hedmarkstinget.no,Signert
9.42116217E8,hedmark-fagskole.no,Usignert
9.42116217E8,hedsoft.no,Usignert
9.42116217E8,hedped.no,Usignert
9.42116217E8,fylkestinget.no,Usignert
9.42116217E8,flytthit.no,Usignert
9.42116217E8,fjernkurs-hm.no,Usignert
9.42402465E8,lysbroen.no,Signert
9.42402465E8,musikkteateretkrona.no,Usignert
9.42402465E8,k-m-t.no,Usignert
9.42402465E8,musikkteateretkongsberg.no,Usignert
9.42402465E8,kronamusikkteater.no,Usignert
9.42402465E8,kongsbergmusikkteater.no,Usignert
9.42402465E8,m-t-k.no,Usignert
9.42402465E8,krelev.no,Usignert
9.42402465E8,f1inschools.no,Signert
9.42402465E8,norsksenteret.no,Signert
9.42402465E8,k-mt.no,Usignert
9.42402465E8,skrimidrettspark.no,Usignert
9.42402465E8,kongsbergkkp.no,Usignert
9.42402465E8,kongsbergkunnskapsogkulturpark.no,Usignert
9.42402465E8,kunnskapogkulturpark.no,Usignert
9.42402465E8,kongsberg-kkp.no,Usignert
9.42402465E8,kulturpark.no,Usignert
9.42402465E8,kunnskapsogkulturparken.no,Usignert
9.42402465E8,kkpkongsberg.no,Usignert
9.42402465E8,kunnskapogkulturparken.no,Usignert
9.42402465E8,www.kongsberg.no,Signert
9.42402465E8,vittingen.no,Usignert
9.42402465E8,sykkelbyen-kongsberg.no,Usignert
9.42402465E8,skole.kongsberg.no,Usignert
9.42402465E8,opplevelsesregionen.no,Usignert
9.42402465E8,ohana.no,Signert
9.42402465E8,kongsbergregionen.no,Usignert
9.42402465E8,geosenter.no,Usignert
9.42402465E8,geocenter.no,Usignert
9.42402465E8,dks-kongsberg.no,Usignert
9.42570619E8,s1860.no,Signert
9.42570619E8,k1860.no,Signert
9.42570619E8,lofotenbrannvesen.no,Usignert
9.42570619E8,lofotenregionsenter.no,Signert
9.42570619E8,www.vestvagoy.no,Usignert
9.42570619E8,verdensarvlofoten.no,Signert
9.42570619E8,skole.vestvagoy.no,Usignert
9.42570619E8,senterforarktiskmat.no,Usignert
9.42570619E8,pmks.no,Usignert
9.42570619E8,meierietkultursenter.no,Usignert
9.42570619E8,meieriet-kultursenter.no,Usignert
9.42570619E8,lovekino.no,Usignert
9.42570619E8,lofoten-naringshage.no,Signert
9.42570619E8,lofotkino.no,Usignert
9.42570619E8,lofotenspektrum.no,Signert
9.42570619E8,lnh.no,Signert
9.42570619E8,kultursentretmeieriet.no,Usignert
9.42570619E8,kultursentret-meieriet.no,Usignert
9.42570619E8,kultursentret.no,Usignert
9.42570619E8,frivillig-lofoten.no,Usignert
9.42570619E8,damelagetkv.no,Signert
9.42645295E8,kunnskapsskyen.no,Signert
9.42645295E8,www.sorum.no,Usignert
9.42645295E8,www.xn--srum-gra.no,Usignert
9.42645295E8,sorumbeta.no,Signert
9.42645295E8,sorumfestivalen.no,Usignert
9.42645295E8,iinr.no,Signert
9.42875967E8,www.namsos.no,Usignert
9.42875967E8,skole.namsos.no,Signert
9.42875967E8,pedagogtreff.no,Signert
9.42875967E8,namsoskulturskole.no,Signert
9.42875967E8,namsosrockfestival.no,Signert
9.42875967E8,kulped.no,Usignert
9.42875967E8,110-namsos.no,Usignert
9.4295288E8,www.xn--vgsy-qoa0j.no,Usignert
9.4295288E8,www.vagsoy.no,Usignert
9.4295288E8,ssl.vagsoy.no,Usignert
9.4295288E8,raudebergskule.no,Signert
9.42953119E8,xn--alv-mre-u1a.no,Usignert
9.42953119E8,alv-more.no,Usignert
9.42953119E8,sunnmoreregionrad.no,Usignert
9.42953119E8,xn--sunnmreregionrd-ulb72a.no,Usignert
9.42953119E8,xn--verdensbestesunnmre-c8b.no,Signert
9.42953119E8,verdensbestesunnmore.no,Signert
9.42953119E8,xn--alv-mreogromsdal-pxb.no,Signert
9.42953119E8,alv-moreogromsdal.no,Signert
9.42953119E8,tallshipsalesund.no,Signert
9.42953119E8,parkenkulturhus.no,Signert
9.42953119E8,arbeideren.no,Signert
9.42953119E8,alesundkommune.no,Signert
9.42953119E8,ungialesund.no,Signert
9.42953119E8,krisesenter-sunnmore.no,Usignert
9.42953119E8,tallshipalesund.no,Signert
9.42953119E8,tsraalesund.no,Signert
9.42953119E8,tsralesund.no,Signert
9.42953119E8,esunnmore.no,Usignert
9.42953119E8,kulturialesund.no,Signert
9.42953119E8,xn--moasvmmehall-zjb.no,Signert
9.42953119E8,moasvommehall.no,Signert
9.42953119E8,www.alesund.no,Usignert
9.42953119E8,teaterbyen.no,Signert
9.42953119E8,novu.no,Signert
9.42953119E8,loevenvold.no,Usignert
9.42953119E8,alesund.folkebibl.no,Usignert
9.43039046E8,uka47.no,Usignert
9.43039046E8,agderliving.no,Usignert
9.43039046E8,sorvestbanen.no,Usignert
9.43039046E8,www.aust-agder.no,Usignert
9.43039046E8,kulturnettagder.no,Usignert
9.43039046E8,klimapartneren.no,Signert
9.43039046E8,klimapartnere.no,Usignert
9.43039046E8,jernbaneforum.no,Signert
9.43039046E8,heiplanen.no,Usignert
9.43039046E8,grundersenter.no,Signert
9.43039046E8,bokapnerne.no,Usignert
9.43039046E8,aafylkeskommune.no,Usignert
9.43039046E8,aabk.no,Usignert
