ORGNR,DOMAIN NAME,DNSSEC
9.6915957E8,sentrallaboratoriet.no,Usignert
9.6915957E8,sebrafisk.no,Usignert
9.6915957E8,plantnorway.no,Usignert
9.6915957E8,nvh.no,Usignert
9.6915957E8,nlh.no,Usignert
9.6915957E8,ngsc.no,Usignert
9.6915957E8,matkompetanse.no,Usignert
9.6915957E8,mattrygghet.no,Usignert
9.6915957E8,livlevende.no,Usignert
9.6915957E8,lifesciences.no,Usignert
9.6915957E8,kkvet.no,Usignert
9.6915957E8,genofisk.no,Usignert
9.6915957E8,dyrepleierutdanningen.no,Usignert
9.6915957E8,dyrepleier.no,Usignert
9.6915957E8,diov.no,Usignert
9.6915957E8,developmentstudies.no,Usignert
9.6915957E8,cigene.no,Usignert
9.6915957E8,cignatur.no,Usignert
9.6915957E8,brassica2008.no,Signert
9.6915957E8,bioenergiforskning.no,Usignert
9.6915957E8,apc-coe.no,Usignert
9.6995289E8,brannsor.no,Signert
9.69999536E8,ungdomsavisen.no,Usignert
9.69999536E8,trondheimsregionen.no,Usignert
9.69999536E8,trondheim20.no,Usignert
9.69999536E8,sunnlandskole.no,Signert
9.69999536E8,stolavskolen.no,Usignert
9.69999536E8,steindalskole.no,Usignert
9.69999536E8,sevo.no,Usignert
9.69999536E8,flataasen.no,Usignert
9.69999536E8,eberg.no,Usignert
9.69999536E8,brundalen.no,Usignert
9.70010815E8,museumit.no,Signert
9.70010815E8,museumsit.no,Signert
9.70010815E8,sitatgaten.no,Signert
9.70010815E8,seterhytten.no,Signert
9.70010815E8,tradlab.no,Signert
9.70010815E8,historienedenfra.no,Signert
9.70010815E8,rikspolitisksenter.no,Signert
9.70010815E8,opplevibsen.no,Signert
9.70010815E8,norskfolke.museum.no,Usignert
9.70010815E8,norskfolkemuseum.no,Signert
9.70010815E8,norsk-folkemuseum.no,Usignert
9.70010815E8,mdt.no,Signert
9.70010815E8,kafestandpunkt.no,Signert
9.70010815E8,ibsensitat.no,Signert
9.70010815E8,ibsenmuseet.no,Usignert
9.70010815E8,grunnloven.no,Signert
9.70010815E8,gjestestuer.no,Signert
9.70010815E8,folkedansen.no,Signert
9.70010815E8,folkemuseet.no,Usignert
9.70010815E8,exploreibsen.no,Signert
9.70010815E8,eidsvoll1814.no,Signert
9.70010815E8,eidsvoll2014.no,Signert
9.70010815E8,17mai1814.no,Signert
9.70010815E8,xn--bygdkongsgrd-2cb3x.no,Signert
9.70010815E8,bygdokongsgard.no,Signert
9.70010815E8,apotekmuseet.no,Usignert
9.70018131E8,fagligerad.no,Usignert
9.70018131E8,barnehagefakta.no,Usignert
9.70018131E8,utdanningsdirektoratet.no,Usignert
9.70018131E8,udir.no,Usignert
9.70018131E8,skulenettet.no,Usignert
9.70018131E8,xn--skuvlaverrt-t7a.no,Usignert
9.70018131E8,skuleporten.no,Usignert
9.70018131E8,skoleporten.no,Usignert
9.70018131E8,skoleport.no,Usignert
9.70018131E8,skolepost.no,Usignert
9.70018131E8,skolenettet.no,Usignert
9.70018131E8,nasjonaleprover.no,Usignert
9.70018131E8,xn--nasjonaleprver-0qb.no,Usignert
9.70018131E8,xn--morsml-mua.no,Usignert
9.70018131E8,morsmal.no,Usignert
9.70018131E8,molekult.no,Usignert
9.70018131E8,ls.no,Usignert
9.70088644E8,kunst.trondheim.no,Usignert
9.70088644E8,metusalemfestivalen.no,Usignert
9.70088644E8,aldersvennligby.no,Usignert
9.70088644E8,xn--jaktenpdebeste-rib.no,Usignert
9.70088644E8,jaktenpadebeste.no,Usignert
9.70088644E8,byentrondheim.no,Usignert
9.70088644E8,trebyentrondheim.no,Signert
9.70088644E8,trondheimsappen.no,Usignert
9.70088644E8,bylufta.no,Usignert
9.70088644E8,framtidstrondheim.no,Usignert
9.70088644E8,trondheimkulturskole.no,Usignert
9.70088644E8,trondheimdialogsenter.no,Usignert
9.70088644E8,skolesidene.no,Usignert
9.70088644E8,guide.trondheim.no,Usignert
9.70088644E8,torvetitrondheim.no,Signert
9.70088644E8,geotrondheim.no,Usignert
9.70088644E8,ungitrondheim.no,Usignert
9.70088644E8,meldinnfeil.no,Usignert
9.70088644E8,hvaskjeritrondheim.no,Signert
9.70088644E8,kaskjeritrondheim.no,Signert
9.70088644E8,xn--ush-srtrndelag-uqbd.no,Signert
9.70088644E8,mennihelse.no,Signert
9.70088644E8,trondheimsbilder.no,Usignert
9.70088644E8,trondbib.no,Usignert
9.70088644E8,trondheim2030.no,Usignert
9.70088644E8,trondheimstegningen.no,Usignert
9.70088644E8,treffsteder.no,Usignert
9.70088644E8,tfb.no,Usignert
9.70088644E8,studiebyen.no,Signert
9.70088644E8,studieby1.no,Signert
9.70088644E8,elgesetergate.no,Usignert
9.70088644E8,sjokkfestivalen.no,Usignert
9.70088644E8,kunsthalltrondheim.no,Usignert
9.70088644E8,kulturbasen.no,Usignert
9.70088644E8,isak.no,Usignert
9.70088644E8,idecultcity.no,Usignert
9.70088644E8,helsevakt.no,Usignert
9.70088644E8,fritidenmin.no,Usignert
9.70088644E8,fark.no,Signert
9.70088644E8,1601.no,Usignert
9.70088644E8,2xh.no,Usignert
9.70088644E8,bibliotekkortet.no,Usignert
9.70088644E8,barneuniversitetet.no,Usignert
9.70141669E8,prosjektbanken.no,Usignert
9.70141669E8,kjonnsforskningsprogrammet.no,Usignert
9.70141669E8,xn--retsnysgjerrigper-7qb.no,Signert
9.70141669E8,researchinsvalbard.no,Signert
9.70141669E8,prosjektverksted.no,Signert
9.70141669E8,horisont2020.no,Signert
9.70141669E8,xn--kjnnsforskning-rqb.no,Usignert
9.70141669E8,helseomsorg21.no,Signert
9.70141669E8,kunnskapssenter.no,Signert
9.70141669E8,stipendbasen.no,Signert
9.70141669E8,eurekachair.no,Signert
9.70141669E8,tell-us.no,Usignert
9.70141669E8,svalbardscienceforum.no,Signert
9.70141669E8,stemmerett.no,Usignert
9.70141669E8,skattefunn.no,Usignert
9.70141669E8,skatte-funn.no,Signert
9.70141669E8,researchcouncil.no,Usignert
9.70141669E8,research.no,Signert
9.70141669E8,regionaleforskingsfond.no,Signert
9.70141669E8,regionaleforskningsfond.no,Signert
9.70141669E8,rcn.no,Usignert
9.70141669E8,portretter.no,Usignert
9.70141669E8,nysgjerrigpermetoden.no,Signert
9.70141669E8,nysgjerrigper.no,Usignert
9.70141669E8,nfr.no,Usignert
9.70141669E8,kvinnehistorie.no,Usignert
9.70141669E8,kvinnerifagbevegelsen.no,Usignert
9.70141669E8,klima21.no,Signert
9.70141669E8,kjonnsforskning.no,Usignert
9.70141669E8,kifinfo.no,Usignert
9.70141669E8,kampdager.no,Usignert
9.70141669E8,gender.no,Usignert
9.70141669E8,fremragende-forskning.no,Usignert
9.70141669E8,xn--forskningsrdet-vib.no,Usignert
9.70141669E8,forskningsradet.no,Usignert
9.70141669E8,forskningsprogram.no,Usignert
9.70141669E8,forskningsstrategi.no,Usignert
9.70141669E8,forskningsraadet.no,Usignert
9.70141669E8,forskningspolitikk.no,Usignert
9.70141669E8,forskingsradet.no,Usignert
9.70141669E8,forskning.no,Signert
9.70141669E8,fortellingeromhenne.no,Usignert
9.70141669E8,finansmarkedsfondet.no,Signert
9.70141669E8,expertsvar.no,Signert
9.70141669E8,euraxess.no,Signert
9.70141669E8,ekspertsvar.no,Signert
9.70141669E8,coe.no,Usignert
9.70141669E8,bladet-forskning.no,Usignert
9.70141669E8,almamatersdotre.no,Usignert
9.70145567E8,rettilaalese.no,Signert
9.70145567E8,rettilalese.no,Signert
9.70145567E8,xn--rettillese-65a.no,Signert
9.70145567E8,retttilaalese.no,Signert
9.70145567E8,retttilalese.no,Signert
9.70145567E8,xn--retttillese-38a.no,Signert
9.70145567E8,punktskriftutvalget.no,Usignert
9.70145567E8,pipeonline.no,Usignert
9.70145567E8,nlb.no,Usignert
9.70169717E8,aakersposten.no,Usignert
9.70169717E8,www.stange.no,Usignert
9.70169717E8,tangenlegesenter.no,Usignert
9.70184252E8,sagatunskule.no,Usignert
9.70184252E8,nesseskule.no,Usignert
9.70187715E8,ungskaperlyst.no,Signert
9.70187715E8,xn--strenkulturhus-rqb.no,Usignert
9.70187715E8,storenkulturhus.no,Usignert
9.70187715E8,storen-idrettsarena.no,Signert
9.70187715E8,midtregauldal-lege.no,Usignert
9.70187715E8,mgk.no,Usignert
9.70187715E8,gauldalsvidda.no,Signert
9.70187715E8,gaularock.no,Usignert
9.70187715E8,forollhogna.no,Signert
9.70187715E8,forelhogna.no,Signert
9.70187715E8,forolhogna.no,Signert
9.7018829E8,ungeo.no,Signert
9.7018829E8,grunnvatninoreg.no,Usignert
9.7018829E8,camoc.no,Usignert
9.7018829E8,quarryscapes.no,Usignert
9.7018829E8,prospecting.no,Usignert
9.7018829E8,ngu.no,Usignert
9.7018829E8,ngte.no,Usignert
9.7018829E8,millstone.no,Signert
9.7018829E8,grunnvann.no,Usignert
9.7018829E8,grunnvanninorge.no,Usignert
9.7018829E8,geophysics.no,Usignert
9.7018829E8,geology.no,Usignert
9.7018829E8,geokjemi.no,Usignert
9.7018829E8,geofysikk.no,Usignert
9.7018829E8,geochemistry.no,Usignert
9.7018829E8,geodynamics.no,Usignert
9.7018829E8,fjellskred.no,Usignert
9.7018829E8,bergvesenet.no,Usignert
9.70189866E8,meloyeiendom.no,Usignert
9.70189866E8,meloy-kommune.no,Usignert
9.70189866E8,xn--mely-kommune-xjb.no,Usignert
9.70189866E8,www.xn--mely-ira.no,Usignert
9.70189866E8,www.meloy.no,Usignert
9.70189866E8,sommerdagan.no,Usignert
9.70189866E8,orneslegekontor.no,Signert
9.70189866E8,ornes-legekontor.no,Usignert
9.70189866E8,xn--melykommune-igb.no,Usignert
9.70189866E8,meloykommune.no,Usignert
9.70189866E8,halsa-legekontor.no,Usignert
9.70189866E8,glomfjord-legekontor.no,Usignert
9.70196544E8,romsdal.museum.no,Usignert
9.70196544E8,romsdalsmuseet.no,Usignert
9.70205039E8,avalanche-norway.no,Signert
9.70205039E8,snoskredskolen.no,Signert
9.70205039E8,xn--snskredskolen-cnb.no,Signert
9.70205039E8,skredregistrering.no,Signert
9.70205039E8,xn--snskredvarsling-6tb.no,Signert
9.70205039E8,pronoia.no,Signert
9.70205039E8,regobs.no,Signert
9.70205039E8,iskart.no,Signert
9.70205039E8,vann-nett.no,Signert
9.70205039E8,xgeo.no,Signert
9.70205039E8,varsom.no,Signert
9.70205039E8,vannalliansen.no,Signert
9.70205039E8,snokart.no,Signert
9.70205039E8,xn--snkart-cya.no,Signert
9.70205039E8,skrednett.no,Signert
9.70205039E8,skredskolen.no,Signert
9.70205039E8,senorge.no,Signert
9.70205039E8,se-norge.no,Signert
9.70205039E8,nve.no,Signert
9.70205039E8,nve-ovelse.no,Signert
9.70205039E8,havvind.no,Signert
9.70205039E8,energimerking.no,Signert
9.70205039E8,energidagene.no,Signert
9.70205039E8,energistatus.no,Signert
9.70205039E8,elsertifikat.no,Signert
9.70205039E8,byggenergidirektivet.no,Signert
9.70348298E8,handlingsprogram.no,Signert
9.70350934E8,disb.no,Usignert
9.70350934E8,fm-nas.no,Signert
9.70350934E8,rondane2012.no,Signert
9.70350934E8,statbedrift.no,Signert
9.70350934E8,planoppland.no,Usignert
9.70350934E8,langsua.no,Signert
9.70350934E8,fmopnett.no,Signert
9.70422528E8,corporesano.no,Usignert
9.70422528E8,rampresearch.no,Usignert
9.70422528E8,arcex.no,Usignert
9.70422528E8,forfatterstudietitromso.no,Usignert
9.70422528E8,botaniskhage.no,Usignert
9.70422528E8,xn--tromsmuseum-kgb.no,Usignert
9.70422528E8,mspolstjerna.no,Usignert
9.70422528E8,tromsomuseum.no,Usignert
9.70422528E8,fastlegestudien.no,Usignert
9.70422528E8,pilvi.no,Usignert
9.70422528E8,aigecala.no,Usignert
9.70422528E8,arktiskhelse.no,Usignert
9.70422528E8,uitkollektivet.no,Usignert
9.70422528E8,oahpa.no,Usignert
9.70422528E8,uhdoc.no,Usignert
9.70422528E8,saminor.no,Usignert
9.70422528E8,birchmoth.no,Usignert
9.70422528E8,barentsplus.no,Usignert
9.70422528E8,uitf.no,Usignert
9.70422528E8,coat.no,Usignert
9.70422528E8,spaceweather.no,Usignert
9.70422528E8,narma.no,Usignert
9.70422528E8,arcticbc.no,Usignert
9.70422528E8,smallstruct.no,Usignert
9.70422528E8,samiskutdanning.no,Usignert
9.70422528E8,ungsinn.no,Usignert
9.70422528E8,gielese.no,Usignert
9.70422528E8,xn--uit-2na.no,Usignert
9.70422528E8,uit.no,Usignert
9.70422528E8,uinn.no,Usignert
9.70422528E8,tromsokonservatorium.no,Usignert
9.70422528E8,tromsostudent.no,Usignert
9.70422528E8,tromsoundersokelsen.no,Usignert
9.70422528E8,skolelab.no,Usignert
9.70422528E8,samskipnaden.no,Usignert
9.70422528E8,romssa-universitehta.no,Usignert
9.70422528E8,polarmuseum.no,Usignert
9.70422528E8,nuv.no,Usignert
9.70422528E8,xn--nordomrdemuseet-nlb.no,Usignert
9.70422528E8,nordomrademuseet.no,Usignert
9.70422528E8,norgesuniversitetet.no,Usignert
9.70422528E8,nautikk.no,Usignert
9.70422528E8,kunstakademietitromso.no,Signert
9.70422528E8,konservatorium.no,Usignert
9.70422528E8,klassisk-harmoni.no,Usignert
9.70422528E8,hitos.no,Usignert
9.70422528E8,xn--hit-2na.no,Usignert
9.70422528E8,hifm.no,Usignert
9.70422528E8,epinor.no,Usignert
9.70422528E8,distriktsmedisin.no,Usignert
9.70422528E8,deutroligearene.no,Usignert
9.70422528E8,ctcc.no,Usignert
9.70422528E8,barnogbeslutninger.no,Usignert
9.70490361E8,www.bjerkreim.no,Usignert
9.70490361E8,bjerkreimlegekontor.no,Usignert
9.70491589E8,xn--mlumenga-j0a.no,Signert
9.70491589E8,melumenga.no,Signert
9.70491589E8,pol.modum.no,Usignert
9.70491589E8,visamlertradene.no,Signert
9.70491589E8,www.modum.no,Signert
9.70491589E8,skole.modum.no,Usignert
9.70491589E8,mfportal.no,Usignert
9.70491589E8,ja-bedrift.no,Signert
9.70491589E8,jabedrift.no,Signert
9.70491589E8,furumo-svommehall.no,Usignert
9.70491589E8,frisklivssentralen.no,Signert
9.70491589E8,bradag.no,Signert
9.70534644E8,diamantenkafe.no,Signert
9.70534644E8,ungogkul.no,Signert
9.70534644E8,almedie.no,Signert
9.70540008E8,norgesspiskammer.no,Signert
9.70540008E8,sykkelhamar.no,Usignert
9.70540008E8,sykkelbyenhamar.no,Usignert
9.70540008E8,borstadavisa.no,Usignert
9.70540008E8,hamar-kulturhus.no,Usignert
9.70540008E8,basarbygningen.no,Signert
9.70540008E8,www.hamar.no,Usignert
9.70540008E8,sykehusaksjonen.no,Usignert
9.70540008E8,innlandshovedstaden.no,Usignert
9.70540008E8,hamarkommune.no,Usignert
9.7054035E8,vaga-fjellstyre.no,Signert
9.70541705E8,klosterakademiet.no,Signert
9.70541705E8,ruinsalive.no,Signert
9.70541705E8,www.selje.no,Usignert
9.70542272E8,namsskogan-fjellstyre.no,Signert
9.70542507E8,rkk-ofoten.no,Signert
9.70542507E8,www.hamaroy.no,Usignert
9.70542507E8,knuthamsuniskolen.no,Signert
9.70542507E8,hamsuniskolen.no,Signert
9.70542507E8,hamsunskole.no,Signert
9.70542507E8,hamaroy-kirkekontor.no,Usignert
9.70542507E8,hamsun-selskapet.no,Usignert
9.70542507E8,hamsundagene.no,Usignert
9.70542507E8,fysak-hamaroy.no,Usignert
9.705462E8,kildekompasset.no,Usignert
9.705462E8,5gsig.no,Signert
9.705462E8,forskningsdageneagder.no,Usignert
9.705462E8,videoforelesning.no,Signert
9.705462E8,praksisveiledning.no,Signert
9.705462E8,projectchildrenshome.no,Signert
9.705462E8,eksamensfestivalen.no,Usignert
9.705462E8,horizon2020.no,Signert
9.705462E8,matress.no,Usignert
9.705462E8,hvoreralexa.no,Usignert
9.705462E8,masteriledelse.no,Usignert
9.705462E8,uiat.no,Usignert
9.705462E8,informasjonskompetanse.no,Usignert
9.705462E8,adila.no,Usignert
9.705462E8,psykisknett.no,Signert
9.705462E8,uniagder.no,Usignert
9.705462E8,uiagder.no,Usignert
9.705462E8,realfagskurset.no,Usignert
9.705462E8,sorlandsutvalget.no,Usignert
9.705462E8,cultivaekspress.no,Signert
9.705462E8,velferdsstudier.no,Usignert
9.705462E8,uoa.no,Usignert
9.705462E8,universityofagder.no,Usignert
9.705462E8,universitetetiagder.no,Usignert
9.705462E8,uia.no,Usignert
9.705462E8,trafo.no,Signert
9.705462E8,rektorskolen.no,Usignert
9.705462E8,qumran.no,Signert
9.705462E8,parabel.no,Usignert
9.705462E8,nogsme.no,Usignert
9.705462E8,metochi.no,Usignert
9.705462E8,mentor-a.no,Usignert
9.705462E8,kvinnegrunder.no,Usignert
9.705462E8,jenterogteknologi.no,Usignert
9.705462E8,isammen.no,Signert
9.705462E8,ideascout.no,Usignert
9.705462E8,xn--hyere-musikkutdanning-qfc.no,Usignert
9.705462E8,hoyere-musikkutdanning.no,Usignert
9.705462E8,hia.no,Usignert
9.705462E8,beat-art.no,Usignert
9.705462E8,auni.no,Usignert
9.705462E8,agu.no,Usignert
9.705462E8,agderuni.no,Usignert
9.705462E8,agderu.no,Usignert
9.705462E8,agderuniversitet.no,Usignert
9.705462E8,agderuniv.no,Usignert
9.705462E8,agderuniversity.no,Usignert
9.70550259E8,kyrkjenett.no,Usignert
9.70550259E8,kyrkjenettet.no,Usignert
9.70550259E8,kirkenettet.no,Usignert
9.70550259E8,folkekyrkja.no,Usignert
9.70550259E8,luther2017.no,Usignert
9.70550259E8,reformasjon2017.no,Usignert
9.70550259E8,klimapilegrim.no,Usignert
9.70550259E8,kyrkjevalomat.no,Usignert
9.70550259E8,kirkevalgomaten.no,Usignert
9.70550259E8,kyrkjevalomaten.no,Usignert
9.70550259E8,kirkevalgomat.no,Usignert
9.70550259E8,samichurchdays.no,Usignert
9.70550259E8,samiskekirkedager.no,Usignert
9.70550259E8,barnogtru.no,Usignert
9.70550259E8,camillacollett.no,Usignert
9.70550259E8,trusopplaering.no,Usignert
9.70550259E8,troogliv.no,Usignert
9.70550259E8,tro.no,Usignert
9.70550259E8,treet.no,Usignert
9.70550259E8,xn--strstavalt-1cb.no,Usignert
9.70550259E8,storstavalt.no,Usignert
9.70550259E8,statskirken.no,Usignert
9.70550259E8,ressursbanken.no,Usignert
9.70550259E8,osku.no,Usignert
9.70550259E8,menighetogmisjon.no,Usignert
9.70550259E8,kyrkjevalet.no,Usignert
9.70550259E8,kyrkja.no,Usignert
9.70550259E8,kui.no,Usignert
9.70550259E8,konfirmanten.no,Usignert
9.70550259E8,konfirmant.no,Usignert
9.70550259E8,kompetansekart.no,Usignert
9.70550259E8,kirkeinfo.no,Usignert
9.70550259E8,kirkevalg.no,Usignert
9.70550259E8,kirkevalget.no,Usignert
9.70550259E8,kirke.no,Usignert
9.70550259E8,kirken.no,Usignert
9.70550259E8,gud.no,Usignert
9.70550259E8,girkkovalga.no,Usignert
9.70550259E8,girkovalga.no,Usignert
9.70550259E8,girku.no,Usignert
9.70550259E8,xn--dpsopplring-x8at.no,Usignert
9.70550259E8,xn--dpen-qoa.no,Usignert
9.70550259E8,dennorskekirke.no,Usignert
9.70550259E8,churchofnorway.no,Usignert
9.70550259E8,xn--barnedp-jxa.no,Usignert
9.70550259E8,barnogtro.no,Usignert
9.70552626E8,vardoe-vtmis.no,Signert
9.70552626E8,xn--vard-vtmis-3cb.no,Signert
9.70552626E8,test-shiprep.no,Signert
9.70552626E8,shiprep.no,Signert
9.70552626E8,pilotnet.no,Signert
9.70552626E8,navarea-xix.no,Signert
9.70552626E8,navarea-19.no,Signert
9.70552626E8,navarea19.no,Signert
9.70552626E8,navarea-ix.no,Signert
9.70552626E8,xn--losbt-pra.no,Signert
9.70552626E8,losbaat.no,Signert
9.70552626E8,losnett.no,Signert
9.70552626E8,losnet.no,Signert
9.7055878E8,uport.no,Usignert
9.7055878E8,rollingmagazine.no,Usignert
9.7055878E8,xn--olsvikpenbarnehage-9tb.no,Signert
9.7055878E8,olsvikopenbarnehage.no,Signert
9.7055878E8,olsvik-kirke.no,Usignert
9.7055878E8,olsvikkirke.no,Usignert
9.70889906E8,fousam.no,Signert
9.70889906E8,segner.no,Usignert
9.70889906E8,hsh-uis.no,Signert
9.70889906E8,simulatorsenter.no,Usignert
9.70889906E8,jobbetterutdanning.no,Usignert
9.70889906E8,hsh.no,Usignert
9.70889906E8,helsetorgmodellen.no,Signert
9.70916482E8,ryfylkemuseet.no,Signert
9.70916482E8,xn--kvitebjrnen-mgb.no,Signert
9.7091991E8,him-iks.no,Usignert
9.7091991E8,himiks.no,Usignert
9.70920706E8,friluftsfyret-kvassheim.no,Usignert
9.70920706E8,kvassheim-friluftsfyr.no,Usignert
9.70920706E8,friluftsfyret.no,Usignert
9.70920706E8,xn--jren-friluftsrd-ulbd.no,Usignert
9.70920706E8,jarenfri.no,Usignert
9.70921885E8,y-veiennord.no,Usignert
9.70921885E8,nnth.no,Usignert
9.70921885E8,arctictechnologycentre.no,Usignert
9.70921885E8,goahtin.no,Signert
9.70921885E8,hntc.no,Usignert
9.70921885E8,highnorthtechnologycentre.no,Usignert
9.70921885E8,studentinord.no,Signert
9.70921885E8,yveiinord.no,Usignert
9.70921885E8,y-veinord.no,Usignert
9.70921885E8,yveinord.no,Usignert
9.70921885E8,yveiennord.no,Usignert
9.70921885E8,y-veiinord.no,Usignert
9.70921885E8,snonett.no,Usignert
9.70921885E8,xn--smsamfunnssenteret-5tb.no,Signert
9.70921885E8,smasamfunnssenteret.no,Signert
9.70921885E8,sine.no,Signert
9.70921885E8,ithelse.no,Usignert
9.70921885E8,hin.no,Usignert
9.70921885E8,forkurs.no,Usignert
9.70921915E8,sum.sf.no,Signert
9.70937668E8,sfi-cecsi.no,Usignert
9.70937668E8,cecsi.no,Usignert
9.70937668E8,crimp-sfi.no,Usignert
9.70937668E8,crimp.no,Usignert
9.70937668E8,innovasjonskurs.no,Usignert
9.70937668E8,noradd.no,Usignert
9.70937668E8,addlab.no,Usignert
9.70937668E8,additivemanufacturing.no,Usignert
9.70937668E8,additivtilvirkning.no,Usignert
9.70937668E8,ccis.no,Usignert
9.70937668E8,cybersikkerhetssenteret.no,Usignert
9.70937668E8,inventoriet.no,Signert
9.70937668E8,arenanyomsorg.no,Usignert
9.70937668E8,colourlab.no,Usignert
9.70937668E8,xn--sikkerhetstoppmtet-u4b.no,Usignert
9.70937668E8,omsorgsbiblioteket.no,Usignert
9.70937668E8,omsorgsbibliotek.no,Usignert
9.70937668E8,frisc.no,Usignert
9.70937668E8,morilds.no,Usignert
9.70937668E8,coinsrs.no,Usignert
9.70937668E8,innovatoriet.no,Usignert
9.70937668E8,usabilitylab.no,Usignert
9.70937668E8,studieteknikk.no,Usignert
9.70937668E8,sopp.no,Usignert
9.70937668E8,planskolen.no,Usignert
9.70937668E8,omsorgsforskning.no,Usignert
9.70937668E8,nislab.no,Usignert
9.70937668E8,nisnet.no,Usignert
9.70937668E8,nffi.no,Usignert
9.70937668E8,medikamentregning.no,Usignert
9.70937668E8,inu.no,Usignert
9.70937668E8,innlandsuniversitetet.no,Usignert
9.70937668E8,hss09.no,Usignert
9.70937668E8,hig.no,Usignert
9.70937668E8,el-in.no,Usignert
9.70937668E8,colorlab.no,Usignert
9.70937668E8,byggesakskolen.no,Usignert
9.70940243E8,highnorthnews.no,Signert
9.70940243E8,velferdsinnovasjon.no,Signert
9.70940243E8,meguin.no,Signert
9.70940243E8,norduniversity.no,Signert
9.70940243E8,nordnettverk.no,Signert
9.70940243E8,nordvidere.no,Signert
9.70940243E8,nordparlament.no,Signert
9.70940243E8,nordstudentorganisasjon.no,Signert
9.70940243E8,nordstudentsamskipnad.no,Signert
9.70940243E8,nordstudent.no,Signert
9.70940243E8,nordalumni.no,Signert
9.70940243E8,nordforskning.no,Signert
9.70940243E8,muni.no,Signert
9.70940243E8,nordu.no,Signert
9.70940243E8,nuni.no,Signert
9.70940243E8,marpart.no,Signert
9.70940243E8,northernuniversity.no,Signert
9.70940243E8,northuniversity.no,Signert
9.70940243E8,nord-universitetet.no,Signert
9.70940243E8,noruniversitet.no,Signert
9.70940243E8,noruni.no,Signert
9.70940243E8,nord-universitet.no,Signert
9.70940243E8,norduniversitet.no,Signert
9.70940243E8,norduni.no,Signert
9.70940243E8,norduniversitetet.no,Signert
9.70940243E8,journalistutdanningen.no,Signert
9.70940243E8,journalistutdanninga.no,Signert
9.70940243E8,oplog.no,Signert
9.70940243E8,narec.no,Signert
9.70940243E8,hnic.no,Signert
9.70940243E8,nordomradeutvalget.no,Signert
9.70940243E8,unino.no,Usignert
9.70940243E8,unih.no,Usignert
9.70940243E8,unib.no,Usignert
9.70940243E8,uin.no,Usignert
9.70940243E8,uino.no,Usignert
9.70940243E8,uibo.no,Usignert
9.70940243E8,ubo.no,Usignert
9.70940243E8,skur.no,Usignert
9.70940243E8,nordlandsuniversitetet.no,Usignert
9.70940243E8,nordomradesenteret.no,Signert
9.70940243E8,kunstkultursenteret.no,Signert
9.70940243E8,hibo.no,Usignert
9.70940243E8,hhb.no,Usignert
9.70940243E8,chnl.no,Signert
9.70940243E8,barnehageprisen.no,Signert
9.70946047E8,porselensmuseet.no,Signert
9.70946047E8,telemark.museum.no,Signert
9.70946047E8,telemus.no,Usignert
9.70946047E8,telemarkmuseum.no,Signert
9.70946047E8,quislingutstillinga.no,Usignert
9.70946047E8,brekkeparken.no,Usignert
9.70953868E8,fagerborgmenighetsbarnehage.no,Signert
9.70953868E8,fagerborgkirke.no,Signert
9.70955623E8,zoonose.no,Usignert
9.70955623E8,vilthelse.no,Usignert
9.70955623E8,veterinaerinstituttet.no,Usignert
9.70955623E8,vetinst.no,Signert
9.70955623E8,xn--veterinrinsituttet-uub.no,Usignert
9.70955623E8,vetbil.no,Signert
9.70955623E8,radetfordyreetikk.no,Signert
9.70955623E8,parasitt.no,Usignert
9.70955623E8,foodsafety.no,Usignert
9.70955623E8,xn--flttogflue-25a.no,Usignert
9.70955623E8,flottogflue.no,Usignert
9.70955623E8,flaattogflue.no,Usignert
9.70955623E8,flattogflue.no,Usignert
9.70955623E8,fiskealarmen.no,Signert
9.70955992E8,trainingforpeace.no,Usignert
9.70955992E8,xn--skarsj-gya.no,Usignert
9.70955992E8,nupi.no,Usignert
9.70955992E8,ninfo.no,Usignert
9.70955992E8,hvorhenderdet.no,Signert
9.70961747E8,soriks.no,Usignert
9.70961747E8,solorrenovasjon.no,Usignert
9.70961747E8,soloer.no,Usignert
9.7096334E8,ffi.no,Usignert
9.70963871E8,veasiks.no,Usignert
9.70964002E8,skogbruk.museum.no,Usignert
9.70964002E8,skogbruksmuseet.no,Usignert
9.70964002E8,skogmus.no,Signert
9.70964002E8,skognettverket.no,Signert
9.70964002E8,klevfos.no,Signert
9.70966536E8,kleivi.no,Signert
9.70970347E8,bergenhavn.no,Signert
9.70982248E8,lillehammerkunstmuseum.no,Signert
9.70982248E8,lillehammerartmuseum.no,Signert
9.70982248E8,lillehammer-kunst.museum.no,Signert
9.71009373E8,vannvei.no,Signert
9.71009373E8,lensene.no,Signert
9.71009373E8,floating.no,Signert
9.71009373E8,fetsundlenser.no,Signert
9.71011661E8,follobrannvesen.no,Usignert
9.71022051E8,ullern-sosialsenter.no,Usignert
9.71022051E8,skoyenomsorgpluss.no,Signert
9.71022264E8,toposvalbard.no,Usignert
9.71022264E8,svalbardkartet.no,Usignert
9.71022264E8,svalbardibilder.no,Usignert
9.71022264E8,mosj.no,Usignert
9.71022264E8,polarinstituttet.no,Usignert
9.71022264E8,polarinstitutt.no,Usignert
9.71022264E8,polarhistorie.no,Usignert
9.71022264E8,npolar.no,Usignert
9.71022264E8,npiice.no,Usignert
